Entity,Code,Year,Annual CO₂ emissions from land-use change
Spain,ESP,1871,16512182
Spain,ESP,1872,16114785
Spain,ESP,1873,15793819
Spain,ESP,1874,15533858
Spain,ESP,1875,15317902
Spain,ESP,1876,15100187
Spain,ESP,1877,14876682
Spain,ESP,1878,14749872
Spain,ESP,1879,14611812
Spain,ESP,1880,13366455
Spain,ESP,1881,12745590
Spain,ESP,1882,12348999
Spain,ESP,1883,12004620
Spain,ESP,1884,11699921
Spain,ESP,1885,11485431
Spain,ESP,1886,11237855
Spain,ESP,1887,11172049
Spain,ESP,1888,10931471
Spain,ESP,1889,10805026
Spain,ESP,1890,16236467
Spain,ESP,1891,18616930
Spain,ESP,1892,20003534
Spain,ESP,1893,20932176
Spain,ESP,1894,21626944
Spain,ESP,1895,22172916
Spain,ESP,1896,22583026
Spain,ESP,1897,22905166
Spain,ESP,1898,23241448
Spain,ESP,1899,23513684
Spain,ESP,1900,22592554
Spain,ESP,1901,22324752
Spain,ESP,1902,22300534
Spain,ESP,1903,22275690
Spain,ESP,1904,22207028
Spain,ESP,1905,22203766
Spain,ESP,1906,22195266
Spain,ESP,1907,22157968
Spain,ESP,1908,22100552
Spain,ESP,1909,22124368
Spain,ESP,1910,26594046
Spain,ESP,1911,28628738
Spain,ESP,1912,29912126
Spain,ESP,1913,30843220
Spain,ESP,1914,31520808
Spain,ESP,1915,32050402
Spain,ESP,1916,32531226
Spain,ESP,1917,32892826
Spain,ESP,1918,33376586
Spain,ESP,1919,33613132
Spain,ESP,1920,36062550
Spain,ESP,1921,37395516
Spain,ESP,1922,38315770
Spain,ESP,1923,39092204
Spain,ESP,1924,39726772
Spain,ESP,1925,40316200
Spain,ESP,1926,40920724
Spain,ESP,1927,41341532
Spain,ESP,1928,41830936
Spain,ESP,1929,42318390
Spain,ESP,1930,41355710
Spain,ESP,1931,41279064
Spain,ESP,1932,41404924
Spain,ESP,1933,41600290
Spain,ESP,1934,41807080
Spain,ESP,1935,42120064
Spain,ESP,1936,42313084
Spain,ESP,1937,42610780
Spain,ESP,1938,42921490
Spain,ESP,1939,43115680
Spain,ESP,1940,31531870
Spain,ESP,1941,26244976
Spain,ESP,1942,23169122
Spain,ESP,1943,20952402
Spain,ESP,1944,19258570
Spain,ESP,1945,17942022
Spain,ESP,1946,16784052
Spain,ESP,1947,15851380
Spain,ESP,1948,15119496
Spain,ESP,1949,14573999
Spain,ESP,1950,15510482
Spain,ESP,1951,15769307
Spain,ESP,1952,16134973
Spain,ESP,1953,16662956
Spain,ESP,1954,17224794
Spain,ESP,1955,17814332
Spain,ESP,1956,18668960
Spain,ESP,1957,20089712
Spain,ESP,1958,21933620
Spain,ESP,1959,38490980
Spain,ESP,1960,17052842
Spain,ESP,1961,17622558
Spain,ESP,1962,10798211
Spain,ESP,1963,1710501.8
Spain,ESP,1964,3138802.2
Spain,ESP,1965,-7801609
Spain,ESP,1966,17304084
Spain,ESP,1967,1068825.4
Spain,ESP,1968,34164970
Spain,ESP,1969,6421087
Spain,ESP,1970,52857852
Spain,ESP,1971,21199062
Spain,ESP,1972,6861389.5
Spain,ESP,1973,26051.041
Spain,ESP,1974,-3494979.8
Spain,ESP,1975,-8694416
Spain,ESP,1976,-9912622
Spain,ESP,1977,-10170018
Spain,ESP,1978,-11150322
Spain,ESP,1979,-11702706
Spain,ESP,1980,-11212060
Spain,ESP,1981,-10402243
Spain,ESP,1982,-9431100
Spain,ESP,1983,-9657571
Spain,ESP,1984,-12209181
Spain,ESP,1985,-10675504
Spain,ESP,1986,-10935208
Spain,ESP,1987,-10632672
Spain,ESP,1988,-10170128
Spain,ESP,1989,-12379630
Spain,ESP,1990,-13352239
Spain,ESP,1991,-16216644
Spain,ESP,1992,-23256728
Spain,ESP,1993,-24101682
Spain,ESP,1994,-45404544
Spain,ESP,1995,-3379417.2
Spain,ESP,1996,-15211352
Spain,ESP,1997,-35004612
Spain,ESP,1998,-25290174
Spain,ESP,1999,-22496594
Spain,ESP,2000,-30070594
Spain,ESP,2001,-26764200
Spain,ESP,2002,-14948900
Spain,ESP,2003,-13602673
Spain,ESP,2004,-18058904
Spain,ESP,2005,-22781580
Spain,ESP,2006,-26133736
Spain,ESP,2007,-23975274
Spain,ESP,2008,-24161370
Spain,ESP,2009,-22956572
Spain,ESP,2010,-29265650
Spain,ESP,2011,13976292
Spain,ESP,2012,-15719037
Spain,ESP,2013,-14738770
Spain,ESP,2014,-15720429
Spain,ESP,2015,-21558756
Spain,ESP,2016,-19785930
Spain,ESP,2017,-24617500
Spain,ESP,2018,-20685918
Spain,ESP,2019,-22960896
Spain,ESP,2020,-21005638
Spain,ESP,2021,-275349.6
Spain,ESP,2022,-8550457
Spain,ESP,2023,-10308847
Spain,ESP,2024,-10464165
Sweden,SWE,1850,26308474
Sweden,SWE,1851,26439644
Sweden,SWE,1852,26841658
Sweden,SWE,1853,26995216
Sweden,SWE,1854,27336408
Sweden,SWE,1855,27617656
Sweden,SWE,1856,27711272
Sweden,SWE,1857,28102696
Sweden,SWE,1858,28353718
Sweden,SWE,1859,28791236
Sweden,SWE,1860,28730120
Sweden,SWE,1861,28838868
Sweden,SWE,1862,29459696
Sweden,SWE,1863,29843792
Sweden,SWE,1864,30190482
Sweden,SWE,1865,30337370
Sweden,SWE,1866,30858134
Sweden,SWE,1867,31286894
Sweden,SWE,1868,31547992
Sweden,SWE,1869,31767394
Sweden,SWE,1870,32168308
Sweden,SWE,1871,32198684
Sweden,SWE,1872,32459156
Sweden,SWE,1873,32950534
Sweden,SWE,1874,33074230
Sweden,SWE,1875,33465840
Sweden,SWE,1876,34046180
Sweden,SWE,1877,34202670
Sweden,SWE,1878,34325196
Sweden,SWE,1879,34533788
Sweden,SWE,1880,32452452
Sweden,SWE,1881,31959312
Sweden,SWE,1882,31919338
Sweden,SWE,1883,32115730
Sweden,SWE,1884,31983384
Sweden,SWE,1885,31880794
Sweden,SWE,1886,31541434
Sweden,SWE,1887,31275244
Sweden,SWE,1888,31047052
Sweden,SWE,1889,31151220
Sweden,SWE,1890,31902706
Sweden,SWE,1891,32152920
Sweden,SWE,1892,32597288
Sweden,SWE,1893,32077366
Sweden,SWE,1894,32022370
Sweden,SWE,1895,32309738
Sweden,SWE,1896,32312376
Sweden,SWE,1897,32116096
Sweden,SWE,1898,32404964
Sweden,SWE,1899,32510158
Sweden,SWE,1900,32724870
Sweden,SWE,1901,33016376
Sweden,SWE,1902,33445506
Sweden,SWE,1903,33610170
Sweden,SWE,1904,33763212
Sweden,SWE,1905,34330364
Sweden,SWE,1906,34578412
Sweden,SWE,1907,34515976
Sweden,SWE,1908,34708520
Sweden,SWE,1909,34897252
Sweden,SWE,1910,33711804
Sweden,SWE,1911,33342950
Sweden,SWE,1912,33000660
Sweden,SWE,1913,32976842
Sweden,SWE,1914,32961124
Sweden,SWE,1915,32568234
Sweden,SWE,1916,32408664
Sweden,SWE,1917,32102686
Sweden,SWE,1918,31821142
Sweden,SWE,1919,31506296
Sweden,SWE,1920,31611564
Sweden,SWE,1921,31069474
Sweden,SWE,1922,31063610
Sweden,SWE,1923,30666178
Sweden,SWE,1924,30543106
Sweden,SWE,1925,30308976
Sweden,SWE,1926,29846430
Sweden,SWE,1927,29424890
Sweden,SWE,1928,29202630
Sweden,SWE,1929,28917900
Sweden,SWE,1930,27864280
Sweden,SWE,1931,26988658
Sweden,SWE,1932,26276926
Sweden,SWE,1933,25140792
Sweden,SWE,1934,24586760
Sweden,SWE,1935,23624482
Sweden,SWE,1936,22812394
Sweden,SWE,1937,21983780
Sweden,SWE,1938,21296486
Sweden,SWE,1939,20199008
Sweden,SWE,1940,20026398
Sweden,SWE,1941,19279234
Sweden,SWE,1942,18588240
Sweden,SWE,1943,18279512
Sweden,SWE,1944,21758260
Sweden,SWE,1945,22659018
Sweden,SWE,1946,22926088
Sweden,SWE,1947,23075798
Sweden,SWE,1948,22853136
Sweden,SWE,1949,22206918
Sweden,SWE,1950,21234236
Sweden,SWE,1951,19423926
Sweden,SWE,1952,16857808
Sweden,SWE,1953,13767700
Sweden,SWE,1954,9926032
Sweden,SWE,1955,5941909
Sweden,SWE,1956,1159509.5
Sweden,SWE,1957,-4035676
Sweden,SWE,1958,-10472482
Sweden,SWE,1959,-27689764
Sweden,SWE,1960,-23506282
Sweden,SWE,1961,-27449260
Sweden,SWE,1962,-30620524
Sweden,SWE,1963,-30939404
Sweden,SWE,1964,-31422906
Sweden,SWE,1965,-31151146
Sweden,SWE,1966,-30227304
Sweden,SWE,1967,-29668726
Sweden,SWE,1968,-27483334
Sweden,SWE,1969,-26408866
Sweden,SWE,1970,-25002698
Sweden,SWE,1971,-23606162
Sweden,SWE,1972,-23153366
Sweden,SWE,1973,-21111748
Sweden,SWE,1974,-19839792
Sweden,SWE,1975,-18787564
Sweden,SWE,1976,-18394378
Sweden,SWE,1977,-17807480
Sweden,SWE,1978,-17704156
Sweden,SWE,1979,-16840440
Sweden,SWE,1980,-16269259
Sweden,SWE,1981,-15916305
Sweden,SWE,1982,-15348313
Sweden,SWE,1983,-14314918
Sweden,SWE,1984,-14337305
Sweden,SWE,1985,-13938955
Sweden,SWE,1986,-13306878
Sweden,SWE,1987,-12818101
Sweden,SWE,1988,-11986263
Sweden,SWE,1989,-10887393
Sweden,SWE,1990,-11370455
Sweden,SWE,1991,-10909927
Sweden,SWE,1992,-9268784
Sweden,SWE,1993,-8675803
Sweden,SWE,1994,-8435994
Sweden,SWE,1995,-4630416.5
Sweden,SWE,1996,-6331392
Sweden,SWE,1997,-5426823.5
Sweden,SWE,1998,-4438240
Sweden,SWE,1999,-7461443.5
Sweden,SWE,2000,-1629820.4
Sweden,SWE,2001,-1401296.9
Sweden,SWE,2002,-2307257.5
Sweden,SWE,2003,-628082.9
Sweden,SWE,2004,4119801.8
Sweden,SWE,2005,4934931.5
Sweden,SWE,2006,2675379.5
Sweden,SWE,2007,3514875.2
Sweden,SWE,2008,3921615.8
Sweden,SWE,2009,4181393.2
Sweden,SWE,2010,3845111.5
Sweden,SWE,2011,3503223.8
Sweden,SWE,2012,3756296.2
Sweden,SWE,2013,3716028.8
Sweden,SWE,2014,4319013
Sweden,SWE,2015,5020486
Sweden,SWE,2016,5676562
Sweden,SWE,2017,6885718.5
Sweden,SWE,2018,7046238.5
Sweden,SWE,2019,7705685
Sweden,SWE,2020,7896213.5
Sweden,SWE,2021,8624579
Sweden,SWE,2022,9421646
Sweden,SWE,2023,9095184
Sweden,SWE,2024,7990708
